,Date,PM,Latitude,Longitude,Dataset,Site Location #
6038,2/19/17,6.1,37.281853,-120.433671,Monitoring Stations,24
6039,2/20/17,5,37.281853,-120.433671,Monitoring Stations,24
6040,2/21/17,7.2,37.281853,-120.433671,Monitoring Stations,24
6041,2/22/17,5.5,37.281853,-120.433671,Monitoring Stations,24
6042,2/23/17,6.5,37.281853,-120.433671,Monitoring Stations,24
6043,2/24/17,9.6,37.281853,-120.433671,Monitoring Stations,24
6044,2/25/17,9.9,37.281853,-120.433671,Monitoring Stations,24
6045,2/26/17,10.8,37.281853,-120.433671,Monitoring Stations,24
6046,2/27/17,5.5,37.281853,-120.433671,Monitoring Stations,24
6047,2/28/17,8,37.281853,-120.433671,Monitoring Stations,24
6048,3/1/17,10.6,37.281853,-120.433671,Monitoring Stations,24
6049,3/7/17,9.9,37.281853,-120.433671,Monitoring Stations,24
6050,3/8/17,10.7,37.281853,-120.433671,Monitoring Stations,24
6051,3/9/17,13.1,37.281853,-120.433671,Monitoring Stations,24
6052,3/10/17,13.3,37.281853,-120.433671,Monitoring Stations,24
6053,3/11/17,12.6,37.281853,-120.433671,Monitoring Stations,24
6054,3/12/17,7.5,37.281853,-120.433671,Monitoring Stations,24
6055,3/13/17,11,37.281853,-120.433671,Monitoring Stations,24
6056,3/14/17,19.4,37.281853,-120.433671,Monitoring Stations,24
6057,3/15/17,17.4,37.281853,-120.433671,Monitoring Stations,24
6058,3/16/17,7.3,37.281853,-120.433671,Monitoring Stations,24
6059,3/17/17,8.9,37.281853,-120.433671,Monitoring Stations,24
6060,3/18/17,13.3,37.281853,-120.433671,Monitoring Stations,24
6061,3/19/17,16.2,37.281853,-120.433671,Monitoring Stations,24
6062,3/20/17,11,37.281853,-120.433671,Monitoring Stations,24
6063,3/21/17,5.3,37.281853,-120.433671,Monitoring Stations,24
6064,3/22/17,3.2,37.281853,-120.433671,Monitoring Stations,24
6065,3/23/17,6.7,37.281853,-120.433671,Monitoring Stations,24
6066,3/24/17,9.2,37.281853,-120.433671,Monitoring Stations,24
6067,3/25/17,8.6,37.281853,-120.433671,Monitoring Stations,24
6068,3/26/17,5,37.281853,-120.433671,Monitoring Stations,24
6069,3/27/17,4.2,37.281853,-120.433671,Monitoring Stations,24
6070,3/28/17,4.1,37.281853,-120.433671,Monitoring Stations,24
6071,3/29/17,9.4,37.281853,-120.433671,Monitoring Stations,24
6072,3/30/17,8.7,37.281853,-120.433671,Monitoring Stations,24
6073,3/31/17,5,37.281853,-120.433671,Monitoring Stations,24
6074,4/1/17,11.6,37.281853,-120.433671,Monitoring Stations,24
6075,4/2/17,12.3,37.281853,-120.433671,Monitoring Stations,24
6076,4/3/17,7.7,37.281853,-120.433671,Monitoring Stations,24
6077,4/4/17,7.6,37.281853,-120.433671,Monitoring Stations,24
6078,4/5/17,10.3,37.281853,-120.433671,Monitoring Stations,24
6079,4/6/17,10.5,37.281853,-120.433671,Monitoring Stations,24
6080,4/7/17,5,37.281853,-120.433671,Monitoring Stations,24
6081,4/8/17,4,37.281853,-120.433671,Monitoring Stations,24
6082,4/9/17,6.1,37.281853,-120.433671,Monitoring Stations,24
6083,4/10/17,6,37.281853,-120.433671,Monitoring Stations,24
6084,4/11/17,9.2,37.281853,-120.433671,Monitoring Stations,24
6085,4/12/17,7.7,37.281853,-120.433671,Monitoring Stations,24
6086,4/13/17,3.6,37.281853,-120.433671,Monitoring Stations,24
6087,4/14/17,4.7,37.281853,-120.433671,Monitoring Stations,24
6088,4/15/17,6.7,37.281853,-120.433671,Monitoring Stations,24
6089,4/16/17,11.1,37.281853,-120.433671,Monitoring Stations,24
6090,4/17/17,9,37.281853,-120.433671,Monitoring Stations,24
6091,4/18/17,7,37.281853,-120.433671,Monitoring Stations,24
6092,4/19/17,10.4,37.281853,-120.433671,Monitoring Stations,24
6093,4/20/17,8,37.281853,-120.433671,Monitoring Stations,24
6094,4/21/17,8.5,37.281853,-120.433671,Monitoring Stations,24
6095,4/22/17,5.9,37.281853,-120.433671,Monitoring Stations,24
6096,4/23/17,4.7,37.281853,-120.433671,Monitoring Stations,24
6097,4/24/17,4.3,37.281853,-120.433671,Monitoring Stations,24
6098,4/25/17,5,37.281853,-120.433671,Monitoring Stations,24
6099,4/26/17,5.7,37.281853,-120.433671,Monitoring Stations,24
6100,4/27/17,7.1,37.281853,-120.433671,Monitoring Stations,24
6101,4/28/17,6.8,37.281853,-120.433671,Monitoring Stations,24
6102,4/29/17,7.5,37.281853,-120.433671,Monitoring Stations,24
6103,4/30/17,8,37.281853,-120.433671,Monitoring Stations,24
6104,5/1/17,8.6,37.281853,-120.433671,Monitoring Stations,24
6105,5/2/17,7,37.281853,-120.433671,Monitoring Stations,24
6106,5/3/17,11,37.281853,-120.433671,Monitoring Stations,24
6107,5/4/17,13.9,37.281853,-120.433671,Monitoring Stations,24
6108,5/5/17,7.3,37.281853,-120.433671,Monitoring Stations,24
6109,5/6/17,7.3,37.281853,-120.433671,Monitoring Stations,24
6110,5/7/17,9,37.281853,-120.433671,Monitoring Stations,24
6111,5/8/17,16,37.281853,-120.433671,Monitoring Stations,24
6112,5/9/17,15,37.281853,-120.433671,Monitoring Stations,24
6113,5/10/17,9,37.281853,-120.433671,Monitoring Stations,24
6114,5/11/17,11,37.281853,-120.433671,Monitoring Stations,24
6115,5/12/17,7.2,37.281853,-120.433671,Monitoring Stations,24
6116,5/13/17,4.5,37.281853,-120.433671,Monitoring Stations,24
6117,5/14/17,6.6,37.281853,-120.433671,Monitoring Stations,24
6118,5/15/17,7.8,37.281853,-120.433671,Monitoring Stations,24
6119,5/16/17,6.2,37.281853,-120.433671,Monitoring Stations,24
6120,5/17/17,5,37.281853,-120.433671,Monitoring Stations,24
6121,5/18/17,7,37.281853,-120.433671,Monitoring Stations,24
6122,5/19/17,8.6,37.281853,-120.433671,Monitoring Stations,24
6123,5/20/17,8.9,37.281853,-120.433671,Monitoring Stations,24
6124,5/21/17,9.7,37.281853,-120.433671,Monitoring Stations,24
6125,5/22/17,10.1,37.281853,-120.433671,Monitoring Stations,24
6126,5/23/17,12.6,37.281853,-120.433671,Monitoring Stations,24
6127,5/24/17,9.3,37.281853,-120.433671,Monitoring Stations,24
6128,5/25/17,7.2,37.281853,-120.433671,Monitoring Stations,24
6129,5/26/17,10.7,37.281853,-120.433671,Monitoring Stations,24
6130,5/27/17,11.9,37.281853,-120.433671,Monitoring Stations,24
6131,5/28/17,10.6,37.281853,-120.433671,Monitoring Stations,24
6132,5/29/17,10.8,37.281853,-120.433671,Monitoring Stations,24
6133,5/30/17,8,37.281853,-120.433671,Monitoring Stations,24
6134,5/31/17,5.7,37.281853,-120.433671,Monitoring Stations,24
6135,6/1/17,5.5,37.281853,-120.433671,Monitoring Stations,24
6136,6/2/17,8.4,37.281853,-120.433671,Monitoring Stations,24
6137,6/3/17,7.1,37.281853,-120.433671,Monitoring Stations,24
6138,6/4/17,6.7,37.281853,-120.433671,Monitoring Stations,24
6139,6/5/17,9.7,37.281853,-120.433671,Monitoring Stations,24
6140,6/6/17,8.8,37.281853,-120.433671,Monitoring Stations,24
6141,6/7/17,7.7,37.281853,-120.433671,Monitoring Stations,24
6142,6/8/17,4.6,37.281853,-120.433671,Monitoring Stations,24
6143,6/9/17,7.2,37.281853,-120.433671,Monitoring Stations,24
6144,6/10/17,3.7,37.281853,-120.433671,Monitoring Stations,24
6145,6/11/17,2.5,37.281853,-120.433671,Monitoring Stations,24
6146,6/12/17,3.7,37.281853,-120.433671,Monitoring Stations,24
6147,6/13/17,8.1,37.281853,-120.433671,Monitoring Stations,24
6148,6/14/17,6.5,37.281853,-120.433671,Monitoring Stations,24
6149,6/15/17,5.2,37.281853,-120.433671,Monitoring Stations,24
6150,6/16/17,6.4,37.281853,-120.433671,Monitoring Stations,24
6151,6/17/17,5.7,37.281853,-120.433671,Monitoring Stations,24
6152,6/18/17,7.4,37.281853,-120.433671,Monitoring Stations,24
6153,6/19/17,9.7,37.281853,-120.433671,Monitoring Stations,24
6154,6/20/17,11.7,37.281853,-120.433671,Monitoring Stations,24
6155,6/21/17,16.3,37.281853,-120.433671,Monitoring Stations,24
6156,6/22/17,14.5,37.281853,-120.433671,Monitoring Stations,24
6157,6/23/17,11.7,37.281853,-120.433671,Monitoring Stations,24
6158,6/24/17,10.6,37.281853,-120.433671,Monitoring Stations,24
6159,6/25/17,8.7,37.281853,-120.433671,Monitoring Stations,24
6160,6/26/17,6.2,37.281853,-120.433671,Monitoring Stations,24
6161,6/27/17,5.6,37.281853,-120.433671,Monitoring Stations,24
6162,6/28/17,7.7,37.281853,-120.433671,Monitoring Stations,24
6163,6/29/17,9.9,37.281853,-120.433671,Monitoring Stations,24
6164,6/30/17,10.4,37.281853,-120.433671,Monitoring Stations,24
6165,7/1/17,9.2,37.281853,-120.433671,Monitoring Stations,24
6166,7/2/17,10.1,37.281853,-120.433671,Monitoring Stations,24
6167,7/3/17,9.7,37.281853,-120.433671,Monitoring Stations,24
6168,7/4/17,10.5,37.281853,-120.433671,Monitoring Stations,24
6169,7/5/17,6.5,37.281853,-120.433671,Monitoring Stations,24
6170,7/6/17,4.7,37.281853,-120.433671,Monitoring Stations,24
6171,7/7/17,7.7,37.281853,-120.433671,Monitoring Stations,24
6172,7/8/17,5.1,37.281853,-120.433671,Monitoring Stations,24
6173,7/9/17,7.6,37.281853,-120.433671,Monitoring Stations,24
6174,7/10/17,9.3,37.281853,-120.433671,Monitoring Stations,24
6175,7/11/17,6.5,37.281853,-120.433671,Monitoring Stations,24
6176,7/12/17,10.1,37.281853,-120.433671,Monitoring Stations,24
6177,7/13/17,9.5,37.281853,-120.433671,Monitoring Stations,24
6178,7/14/17,9.6,37.281853,-120.433671,Monitoring Stations,24
6179,7/15/17,11.1,37.281853,-120.433671,Monitoring Stations,24
6180,7/16/17,9.3,37.281853,-120.433671,Monitoring Stations,24
6181,7/17/17,8,37.281853,-120.433671,Monitoring Stations,24
6182,7/18/17,7.5,37.281853,-120.433671,Monitoring Stations,24
6183,7/19/17,10.7,37.281853,-120.433671,Monitoring Stations,24
6184,7/20/17,8.1,37.281853,-120.433671,Monitoring Stations,24
6185,7/21/17,8.4,37.281853,-120.433671,Monitoring Stations,24
6186,7/22/17,10.2,37.281853,-120.433671,Monitoring Stations,24
6187,7/23/17,11.7,37.281853,-120.433671,Monitoring Stations,24
6188,7/24/17,9.3,37.281853,-120.433671,Monitoring Stations,24
6189,7/25/17,9.7,37.281853,-120.433671,Monitoring Stations,24
6190,7/26/17,8.8,37.281853,-120.433671,Monitoring Stations,24
6191,7/27/17,8.7,37.281853,-120.433671,Monitoring Stations,24
6192,7/28/17,10.7,37.281853,-120.433671,Monitoring Stations,24
6193,7/29/17,8.2,37.281853,-120.433671,Monitoring Stations,24
6194,7/30/17,7.5,37.281853,-120.433671,Monitoring Stations,24
6195,7/31/17,6.7,37.281853,-120.433671,Monitoring Stations,24
6196,8/1/17,11.2,37.281853,-120.433671,Monitoring Stations,24
6197,8/2/17,18.5,37.281853,-120.433671,Monitoring Stations,24
6198,8/3/17,13.6,37.281853,-120.433671,Monitoring Stations,24
6199,8/4/17,11.2,37.281853,-120.433671,Monitoring Stations,24
6200,8/5/17,15.5,37.281853,-120.433671,Monitoring Stations,24
6201,8/6/17,13.2,37.281853,-120.433671,Monitoring Stations,24
6202,8/7/17,19,37.281853,-120.433671,Monitoring Stations,24
6203,8/8/17,17.6,37.281853,-120.433671,Monitoring Stations,24
6204,8/9/17,19.8,37.281853,-120.433671,Monitoring Stations,24
6205,8/10/17,20.5,37.281853,-120.433671,Monitoring Stations,24
6206,8/11/17,17.8,37.281853,-120.433671,Monitoring Stations,24
6207,8/12/17,16.1,37.281853,-120.433671,Monitoring Stations,24
6208,8/13/17,6.1,37.281853,-120.433671,Monitoring Stations,24
6209,8/14/17,6.3,37.281853,-120.433671,Monitoring Stations,24
6210,8/15/17,12.2,37.281853,-120.433671,Monitoring Stations,24
6211,8/16/17,16,37.281853,-120.433671,Monitoring Stations,24
6212,8/17/17,17.7,37.281853,-120.433671,Monitoring Stations,24
6213,8/18/17,19.3,37.281853,-120.433671,Monitoring Stations,24
6214,8/19/17,21.5,37.281853,-120.433671,Monitoring Stations,24
6215,8/20/17,21.2,37.281853,-120.433671,Monitoring Stations,24
6216,8/21/17,14.5,37.281853,-120.433671,Monitoring Stations,24
6217,8/22/17,17,37.281853,-120.433671,Monitoring Stations,24
6218,8/23/17,19,37.281853,-120.433671,Monitoring Stations,24
6219,8/24/17,20.9,37.281853,-120.433671,Monitoring Stations,24
6220,8/25/17,12,37.281853,-120.433671,Monitoring Stations,24
6221,8/26/17,15.7,37.281853,-120.433671,Monitoring Stations,24
6222,8/27/17,17.5,37.281853,-120.433671,Monitoring Stations,24
6223,8/28/17,19.1,37.281853,-120.433671,Monitoring Stations,24
6224,8/29/17,18,37.281853,-120.433671,Monitoring Stations,24
6225,8/30/17,7.4,37.281853,-120.433671,Monitoring Stations,24
6226,8/31/17,16.1,37.281853,-120.433671,Monitoring Stations,24
6227,9/1/17,36.4,37.281853,-120.433671,Monitoring Stations,24
6228,9/2/17,48.2,37.281853,-120.433671,Monitoring Stations,24
6229,9/3/17,40.9,37.281853,-120.433671,Monitoring Stations,24
6230,9/4/17,34.1,37.281853,-120.433671,Monitoring Stations,24
6231,9/5/17,14.3,37.281853,-120.433671,Monitoring Stations,24
6232,9/6/17,13,37.281853,-120.433671,Monitoring Stations,24
6233,9/7/17,15,37.281853,-120.433671,Monitoring Stations,24
6234,9/8/17,18.6,37.281853,-120.433671,Monitoring Stations,24
6235,9/9/17,17,37.281853,-120.433671,Monitoring Stations,24
6236,9/10/17,17.2,37.281853,-120.433671,Monitoring Stations,24
6237,9/11/17,19.9,37.281853,-120.433671,Monitoring Stations,24
6238,9/12/17,20.9,37.281853,-120.433671,Monitoring Stations,24
6239,9/13/17,12.2,37.281853,-120.433671,Monitoring Stations,24
6240,9/14/17,9,37.281853,-120.433671,Monitoring Stations,24
6241,9/15/17,11.2,37.281853,-120.433671,Monitoring Stations,24
6242,9/16/17,17,37.281853,-120.433671,Monitoring Stations,24
6243,9/17/17,26.1,37.281853,-120.433671,Monitoring Stations,24
6244,9/18/17,8.7,37.281853,-120.433671,Monitoring Stations,24
6245,9/19/17,8.5,37.281853,-120.433671,Monitoring Stations,24
6246,9/20/17,6.7,37.281853,-120.433671,Monitoring Stations,24
6247,9/21/17,5.2,37.281853,-120.433671,Monitoring Stations,24
6248,9/22/17,8.1,37.281853,-120.433671,Monitoring Stations,24
6249,9/23/17,7.4,37.281853,-120.433671,Monitoring Stations,24
6250,9/24/17,7,37.281853,-120.433671,Monitoring Stations,24
6251,9/25/17,8,37.281853,-120.433671,Monitoring Stations,24
6252,9/26/17,7.7,37.281853,-120.433671,Monitoring Stations,24
6253,9/27/17,9.8,37.281853,-120.433671,Monitoring Stations,24
6254,9/28/17,10.6,37.281853,-120.433671,Monitoring Stations,24
6255,9/29/17,6.7,37.281853,-120.433671,Monitoring Stations,24
6256,9/30/17,9.2,37.281853,-120.433671,Monitoring Stations,24
6257,10/2/17,5.6,37.281853,-120.433671,Monitoring Stations,24
6258,10/3/17,8.1,37.281853,-120.433671,Monitoring Stations,24
6259,10/4/17,10.2,37.281853,-120.433671,Monitoring Stations,24
6260,10/5/17,7.7,37.281853,-120.433671,Monitoring Stations,24
6261,10/6/17,10.5,37.281853,-120.433671,Monitoring Stations,24
6262,10/7/17,14.3,37.281853,-120.433671,Monitoring Stations,24
6263,10/8/17,12.2,37.281853,-120.433671,Monitoring Stations,24
6264,10/9/17,11.3,37.281853,-120.433671,Monitoring Stations,24
6265,10/10/17,10.8,37.281853,-120.433671,Monitoring Stations,24
6266,10/11/17,47.4,37.281853,-120.433671,Monitoring Stations,24
6267,10/12/17,11.6,37.281853,-120.433671,Monitoring Stations,24
6268,10/13/17,14.7,37.281853,-120.433671,Monitoring Stations,24
6269,10/14/17,12.9,37.281853,-120.433671,Monitoring Stations,24
6270,10/15/17,19.1,37.281853,-120.433671,Monitoring Stations,24
6271,10/16/17,21.8,37.281853,-120.433671,Monitoring Stations,24
6272,10/17/17,26.3,37.281853,-120.433671,Monitoring Stations,24
6273,10/18/17,30.3,37.281853,-120.433671,Monitoring Stations,24
6274,10/19/17,16.8,37.281853,-120.433671,Monitoring Stations,24
6275,10/20/17,7.2,37.281853,-120.433671,Monitoring Stations,24
6276,10/21/17,9.9,37.281853,-120.433671,Monitoring Stations,24
6277,10/22/17,11.2,37.281853,-120.433671,Monitoring Stations,24
6278,10/23/17,30,37.281853,-120.433671,Monitoring Stations,24
6279,10/24/17,15.8,37.281853,-120.433671,Monitoring Stations,24
6280,10/25/17,21.2,37.281853,-120.433671,Monitoring Stations,24
6281,10/26/17,15.8,37.281853,-120.433671,Monitoring Stations,24
6282,10/27/17,16.4,37.281853,-120.433671,Monitoring Stations,24
6283,10/28/17,17.9,37.281853,-120.433671,Monitoring Stations,24
6284,10/29/17,19.7,37.281853,-120.433671,Monitoring Stations,24
6285,10/30/17,14.2,37.281853,-120.433671,Monitoring Stations,24
6286,10/31/17,8.6,37.281853,-120.433671,Monitoring Stations,24
6287,11/1/17,16.3,37.281853,-120.433671,Monitoring Stations,24
6288,11/2/17,24.6,37.281853,-120.433671,Monitoring Stations,24
6289,11/3/17,19.6,37.281853,-120.433671,Monitoring Stations,24
6290,11/4/17,9.5,37.281853,-120.433671,Monitoring Stations,24
6291,11/5/17,7.3,37.281853,-120.433671,Monitoring Stations,24
6292,11/6/17,10.6,37.281853,-120.433671,Monitoring Stations,24
6293,11/7/17,12,37.281853,-120.433671,Monitoring Stations,24
6294,11/8/17,11.6,37.281853,-120.433671,Monitoring Stations,24
6295,11/9/17,6.7,37.281853,-120.433671,Monitoring Stations,24
6296,11/10/17,12.4,37.281853,-120.433671,Monitoring Stations,24
6297,11/11/17,8.2,37.281853,-120.433671,Monitoring Stations,24
6298,11/12/17,8.7,37.281853,-120.433671,Monitoring Stations,24
6299,11/13/17,9.5,37.281853,-120.433671,Monitoring Stations,24
6300,11/14/17,8.3,37.281853,-120.433671,Monitoring Stations,24
6301,11/15/17,17.8,37.281853,-120.433671,Monitoring Stations,24
6302,11/16/17,7,37.281853,-120.433671,Monitoring Stations,24
6303,11/17/17,5.6,37.281853,-120.433671,Monitoring Stations,24
6304,11/20/17,34.6,37.281853,-120.433671,Monitoring Stations,24
6305,11/21/17,39.1,37.281853,-120.433671,Monitoring Stations,24
6306,11/22/17,43.4,37.281853,-120.433671,Monitoring Stations,24
6307,11/23/17,34,37.281853,-120.433671,Monitoring Stations,24
6308,11/24/17,18.7,37.281853,-120.433671,Monitoring Stations,24
6309,11/25/17,44.7,37.281853,-120.433671,Monitoring Stations,24
6310,11/26/17,20.2,37.281853,-120.433671,Monitoring Stations,24
6311,11/27/17,5.3,37.281853,-120.433671,Monitoring Stations,24
6312,11/28/17,10.8,37.281853,-120.433671,Monitoring Stations,24
6313,11/29/17,18.8,37.281853,-120.433671,Monitoring Stations,24
6314,12/1/17,31.8,37.281853,-120.433671,Monitoring Stations,24
6315,12/2/17,39.4,37.281853,-120.433671,Monitoring Stations,24
6316,12/3/17,15.4,37.281853,-120.433671,Monitoring Stations,24
6317,12/4/17,12.9,37.281853,-120.433671,Monitoring Stations,24
6318,12/5/17,22.5,37.281853,-120.433671,Monitoring Stations,24
6319,12/6/17,22.8,37.281853,-120.433671,Monitoring Stations,24
6320,12/7/17,18.2,37.281853,-120.433671,Monitoring Stations,24
6321,12/8/17,21.2,37.281853,-120.433671,Monitoring Stations,24
6322,12/9/17,23.1,37.281853,-120.433671,Monitoring Stations,24
6323,12/10/17,25.9,37.281853,-120.433671,Monitoring Stations,24
6324,12/11/17,23.8,37.281853,-120.433671,Monitoring Stations,24
6325,12/12/17,27.8,37.281853,-120.433671,Monitoring Stations,24
6326,12/13/17,29.6,37.281853,-120.433671,Monitoring Stations,24
6327,12/14/17,34.3,37.281853,-120.433671,Monitoring Stations,24
6328,12/15/17,60.6,37.281853,-120.433671,Monitoring Stations,24
6329,12/16/17,22.7,37.281853,-120.433671,Monitoring Stations,24
6330,12/17/17,26.4,37.281853,-120.433671,Monitoring Stations,24
6331,12/18/17,17.5,37.281853,-120.433671,Monitoring Stations,24
6332,12/19/17,17.9,37.281853,-120.433671,Monitoring Stations,24
6333,12/20/17,10.9,37.281853,-120.433671,Monitoring Stations,24
6334,12/21/17,29,37.281853,-120.433671,Monitoring Stations,24
6335,12/22/17,38.4,37.281853,-120.433671,Monitoring Stations,24
6336,12/23/17,46.2,37.281853,-120.433671,Monitoring Stations,24
6337,12/24/17,35.8,37.281853,-120.433671,Monitoring Stations,24
6338,12/25/17,43.7,37.281853,-120.433671,Monitoring Stations,24
6339,12/26/17,37.8,37.281853,-120.433671,Monitoring Stations,24
6340,12/27/17,27.5,37.281853,-120.433671,Monitoring Stations,24
6341,12/28/17,27.5,37.281853,-120.433671,Monitoring Stations,24
6342,12/29/17,46.6,37.281853,-120.433671,Monitoring Stations,24
6343,12/30/17,55.8,37.281853,-120.433671,Monitoring Stations,24
6344,12/31/17,69.3,37.281853,-120.433671,Monitoring Stations,24
6345,1/1/17,7.2,36.209286,-121.126371,Monitoring Stations,25
6346,1/2/17,3,36.209286,-121.126371,Monitoring Stations,25
6347,1/3/17,2.8,36.209286,-121.126371,Monitoring Stations,25
6348,1/4/17,0.5,36.209286,-121.126371,Monitoring Stations,25
6349,1/5/17,4.1,36.209286,-121.126371,Monitoring Stations,25
6350,1/6/17,3.5,36.209286,-121.126371,Monitoring Stations,25
6351,1/7/17,1.7,36.209286,-121.126371,Monitoring Stations,25
6352,1/8/17,1.2,36.209286,-121.126371,Monitoring Stations,25
6353,1/9/17,1.1,36.209286,-121.126371,Monitoring Stations,25
6354,1/10/17,1.1,36.209286,-121.126371,Monitoring Stations,25
6355,1/11/17,3.5,36.209286,-121.126371,Monitoring Stations,25
6356,1/12/17,1.2,36.209286,-121.126371,Monitoring Stations,25
6357,1/13/17,3.3,36.209286,-121.126371,Monitoring Stations,25
6358,1/14/17,4.2,36.209286,-121.126371,Monitoring Stations,25
6359,1/15/17,6.6,36.209286,-121.126371,Monitoring Stations,25
6360,1/16/17,7.4,36.209286,-121.126371,Monitoring Stations,25
6361,1/17/17,6.6,36.209286,-121.126371,Monitoring Stations,25
6362,1/18/17,2.8,36.209286,-121.126371,Monitoring Stations,25
6363,1/19/17,2.4,36.209286,-121.126371,Monitoring Stations,25
6364,1/20/17,3.4,36.209286,-121.126371,Monitoring Stations,25
6365,1/21/17,3.1,36.209286,-121.126371,Monitoring Stations,25
6366,1/22/17,2.4,36.209286,-121.126371,Monitoring Stations,25
6367,1/23/17,2.2,36.209286,-121.126371,Monitoring Stations,25
6368,1/24/17,3.2,36.209286,-121.126371,Monitoring Stations,25
6369,1/25/17,2.5,36.209286,-121.126371,Monitoring Stations,25
6370,1/26/17,3.6,36.209286,-121.126371,Monitoring Stations,25
6371,1/27/17,4.4,36.209286,-121.126371,Monitoring Stations,25
6372,1/28/17,4.5,36.209286,-121.126371,Monitoring Stations,25
6373,1/29/17,3,36.209286,-121.126371,Monitoring Stations,25
6374,1/30/17,3.4,36.209286,-121.126371,Monitoring Stations,25
6375,1/31/17,4.5,36.209286,-121.126371,Monitoring Stations,25
6376,2/1/17,2.7,36.209286,-121.126371,Monitoring Stations,25
6377,2/2/17,2,36.209286,-121.126371,Monitoring Stations,25
6378,2/3/17,0.7,36.209286,-121.126371,Monitoring Stations,25
6379,2/4/17,1.6,36.209286,-121.126371,Monitoring Stations,25
6380,2/5/17,1,36.209286,-121.126371,Monitoring Stations,25
6381,2/6/17,1.2,36.209286,-121.126371,Monitoring Stations,25
6382,2/7/17,0,36.209286,-121.126371,Monitoring Stations,25
6383,2/8/17,1.1,36.209286,-121.126371,Monitoring Stations,25
6384,2/9/17,1.7,36.209286,-121.126371,Monitoring Stations,25
6385,2/10/17,0.9,36.209286,-121.126371,Monitoring Stations,25
6386,2/11/17,2.2,36.209286,-121.126371,Monitoring Stations,25
6387,2/12/17,3.2,36.209286,-121.126371,Monitoring Stations,25
6388,2/13/17,1.8,36.209286,-121.126371,Monitoring Stations,25
6389,2/14/17,4.5,36.209286,-121.126371,Monitoring Stations,25
6390,2/15/17,5,36.209286,-121.126371,Monitoring Stations,25
6391,2/16/17,2,36.209286,-121.126371,Monitoring Stations,25
6392,2/17/17,0.7,36.209286,-121.126371,Monitoring Stations,25
6393,2/18/17,3.1,36.209286,-121.126371,Monitoring Stations,25
6394,2/19/17,3.2,36.209286,-121.126371,Monitoring Stations,25
6395,2/20/17,1.6,36.209286,-121.126371,Monitoring Stations,25
6396,2/21/17,2.7,36.209286,-121.126371,Monitoring Stations,25
6397,2/22/17,2.5,36.209286,-121.126371,Monitoring Stations,25
6398,2/23/17,3,36.209286,-121.126371,Monitoring Stations,25
6399,2/24/17,2.2,36.209286,-121.126371,Monitoring Stations,25
6400,2/25/17,2.1,36.209286,-121.126371,Monitoring Stations,25
6401,2/26/17,2.7,36.209286,-121.126371,Monitoring Stations,25
6402,2/27/17,1.8,36.209286,-121.126371,Monitoring Stations,25
6403,2/28/17,3.6,36.209286,-121.126371,Monitoring Stations,25
6404,3/1/17,2.3,36.209286,-121.126371,Monitoring Stations,25
6405,3/2/17,3,36.209286,-121.126371,Monitoring Stations,25
6406,3/3/17,3.9,36.209286,-121.126371,Monitoring Stations,25
6407,3/4/17,3.2,36.209286,-121.126371,Monitoring Stations,25
6408,3/5/17,2.8,36.209286,-121.126371,Monitoring Stations,25
6409,3/6/17,1.1,36.209286,-121.126371,Monitoring Stations,25
6410,3/7/17,2.4,36.209286,-121.126371,Monitoring Stations,25
6411,3/8/17,2.4,36.209286,-121.126371,Monitoring Stations,25
6412,3/9/17,2.8,36.209286,-121.126371,Monitoring Stations,25
6413,3/10/17,4.3,36.209286,-121.126371,Monitoring Stations,25
6414,3/11/17,5.1,36.209286,-121.126371,Monitoring Stations,25
6415,3/12/17,4,36.209286,-121.126371,Monitoring Stations,25
6416,3/13/17,2.3,36.209286,-121.126371,Monitoring Stations,25
6417,3/14/17,6.1,36.209286,-121.126371,Monitoring Stations,25
6418,3/15/17,4.2,36.209286,-121.126371,Monitoring Stations,25
6419,3/16/17,3.7,36.209286,-121.126371,Monitoring Stations,25
6420,3/17/17,2.5,36.209286,-121.126371,Monitoring Stations,25
6421,3/18/17,6.4,36.209286,-121.126371,Monitoring Stations,25
6422,3/19/17,4.7,36.209286,-121.126371,Monitoring Stations,25
6423,3/20/17,3.6,36.209286,-121.126371,Monitoring Stations,25
6424,3/21/17,1.1,36.209286,-121.126371,Monitoring Stations,25
6425,3/22/17,2.7,36.209286,-121.126371,Monitoring Stations,25
6426,3/23/17,4,36.209286,-121.126371,Monitoring Stations,25
6427,3/24/17,1.8,36.209286,-121.126371,Monitoring Stations,25
6428,3/25/17,2.5,36.209286,-121.126371,Monitoring Stations,25
6429,3/26/17,2.6,36.209286,-121.126371,Monitoring Stations,25
6430,3/27/17,3.6,36.209286,-121.126371,Monitoring Stations,25
6431,3/28/17,6,36.209286,-121.126371,Monitoring Stations,25
6432,3/29/17,6.9,36.209286,-121.126371,Monitoring Stations,25
6433,3/30/17,9.7,36.209286,-121.126371,Monitoring Stations,25
6434,3/31/17,6.9,36.209286,-121.126371,Monitoring Stations,25
6435,4/1/17,6.5,36.209286,-121.126371,Monitoring Stations,25
6436,4/2/17,7.8,36.209286,-121.126371,Monitoring Stations,25
6437,4/3/17,10.1,36.209286,-121.126371,Monitoring Stations,25
6438,4/4/17,6.9,36.209286,-121.126371,Monitoring Stations,25
6439,4/5/17,6.6,36.209286,-121.126371,Monitoring Stations,25
